;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#
;
;Module:FLAG.csv
;Facility:iniファイル(FLAG)。
; Frag関係のデータを設定する。
;
;Licence:ライセンスフリー。
;
;_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/_/#

;-------------------------------------------------
; 特記:
; 特になし
;-------------------------------------------------

;*******************************************************************************
;◆データ（本体モジュール）
;*******************************************************************************

;-------------------------------------------------
; [0000-0300]システム変数
;-------------------------------------------------

0000,ＤＵＭＭＹ,;ダミー用

;-----------------------------
;- 定数類
;-----------------------------
0001,最大数_キャラ,;
0002,最大数_JUEL,;
0003,最大数_PALAM,;
0004,最大数_PALAMLV,;
0005,最大数_ABLLV,;
0006,最大数_MARKLV,;
0007,最大数_EXP,;

0010,最大数_ムード,;
0011,最大数_ムード桁数,;
0012,最大数_調教人数,;
0013,最大数_行動限界ターン,;

0015,最大値_絶頂,;
0016,最大値_体力,;
0017,最大値_子宮精液,;

0030,定数_体力消費,;
0031,定数_キャラ表示数,;
0032,定数_カフェ表示数,;

;-----------------------------
;- 管理用変数
;-----------------------------
0040,累計獲得資金,;
0041,周回プレイ数,;
0042,作品制御フラグ,;
0043,クリアフラグ,;
0044,確認済みエンドフラグ,;BITで保持

0050,陥落人数,;上位陥落の現在人数
0051,累計陥落人数,;上位陥落の累計人数
0060,日常コマンド,;
0061,レイプ結果タイプ,;
0062,夜伽相手,;
0063,調教コマンド派生,;情景や口上用の分岐フラグ


0100,時間帯,;(0:昼 1:夜 2:就寝前)
0101,調教対象人数,;MASTERを除いた調教対象人数
0102,一日終了フラグ
0103,ターン終了フラグ

0110,調教開始フラグ

;- フィルタ類
0180,フィルタ愛撫,;(真偽値)
0181,フィルタ奉仕,;
0182,フィルタ道具,;
0183,フィルタＶ性交,;
0184,フィルタＡ性交,;
0185,フィルタＳＭ,;

;-----------------------------
;- 労役用変数
;-----------------------------
0200,労役最大値,;
0201,労役収益,;
0202,労役累計収益,;
0203,労役人数,;
0204,労役中フラグ,;

0205,労役人気,;
0206,労役歌姫,;
0207,労役武力,;
0208,労役治安,;最大値100、最低値1、警備が人気の50%未満の場合に1～5下がる。100～91で◎、90～71で○、70～51で△、50以下で×

;-------------------
;- 設備
;-------------------

;設備サマリ
0220,労役設備上昇基礎,;
0221,労役設備上昇人気,;
0222,労役設備上昇歌姫,;
0223,労役設備上昇戦闘,;
0224,労役設備上昇娼館,;
0225,労役設備上昇開発,;

;設備ビット
0230,労役設備ビット奴隷個室,;
0231,労役設備ビット食堂,;
0232,労役設備ビット倉庫,;
0233,労役設備ビット訓練場,;
0234,労役設備ビット図書室,;
0235,労役設備ビット工房,;
0236,労役設備ビット事務所,;

0238,労役設備ビット客室,;
0239,労役設備ビット高級客室,;
0240,労役設備ビットレストラン,;
0241,労役設備ビットコンサートホール,;
0242,労役設備ビット温泉,;
0243,労役設備ビット案内所,;
0244,労役設備ビット売店,;
0245,労役設備ビットロビー,;
0246,労役設備ビットフロント,;
0247,労役設備ビット娯楽室,;
0248,労役設備ビット休憩所,;

;;設備ランク
